stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
b1cc4773-41c4-4bad-ba84-101f3737207d,971,Ashford Drive ,,44.3582854782513,-79.641788282501,0,0
49799bc5-e72a-4e6f-91b3-d5ae265cf7c8,120,Big Bay Point at Pine ,,44.359682,-79.635556,0,0
46a04eaa-9f46-4f83-b756-9092a27f7980,822,Pine Drive,Big Bay Point Road at Pine Drive,44.360567,-79.631575,0,0
ea828553-a928-4a8c-9be8-f6c41ac5eb54,122,Big Bay at Sandringham ,,44.362622,-79.622547,0,0
c873fd18-b63a-4b8b-a902-02a5f9bfaff2,119,Big Bay at Prince William Way,,44.364072,-79.61601,0,0
732c7ae6-a228-4e3d-870b-909528b63d42,601,"Sovereign's Gate",,44.36196381,-79.61469591,0,0
f9f7f366-a3dc-4906-b0ba-55911c967673,599,Prince William Way at Sandringham,,44.358756,-79.612627,0,0
bd8bd30f-319b-4cf4-a974-507bc2616326,593,Saint Gabriel Catholic School,,44.35519739,-79.61162789,0,0
14e292f4-aceb-47cd-9f02-843a795fa069,597,Mapleview at Prince William Way,,44.35223,-79.611357,0,0
6a44e104-8b6a-4a2b-a5d7-0ff7285d7a56,514,Royal Jubilee Drive,,44.35115115,-79.61581253,0,0
b6c57832-0f30-448d-8e0c-73aa7e6b24c8,509,Mapleview at Lily,,44.349796,-79.62196,0,0
6a7229cc-7415-4dc8-b8db-998af4b382d6,522,Mapleview at Yonge,,44.34860422,-79.62718871,0,0
3982a490-84b6-4f40-a61f-759e77378bfb,506,Mapleview at Park Place,,44.336527844436,-79.6805858136048,0,0
aaa3ffae-cd4a-4f8c-83cc-132a6f61a5db,524,Barrie View Drive,,44.3345698516861,-79.6886835636441,0,0
2ee1da86-1dc7-4879-a9fd-269acaf5c60c,526,Canadian Tire Plaza,,44.3336277532813,-79.693040113649,0,0
f01ae38f-8e3f-4c1d-bbe9-12d0cddaf037,536,120 Mapleview Drive West,,44.3329872747287,-79.6958658093922,0,0
